production_cost;Genre_1;Genre_2;Genre_3;id;original_language;Title;popularity;Production_Companies;release_date;WorldwideBox_office;runtime;title2;vote_average;vote_count;Cast;Director;DomesticBox_office;InternationalBox_office;IMDB_Rating;Metascore;Year;Month
35000000; Comedy; Romance;;11622;en;Blast from the Past;8737058;New Line Cinema;12/02/1999 00:00;40263020;112;Blast from the Past;63;245;;;;;;;1999;2
35000000; Science Fiction;;;3604;en;Flash Gordon;12343507;Dino De Laurentiis Company;01/09/1980 00:00;27107960;111;Flash Gordon;61;233;;;;;;;1980;9
35000000; Comedy; Romance;;9541;en;Jersey Girl;14699342;Miramax Films;25/03/2004 00:00;36098382;102;Jersey Girl;58;325;;;;;;;2004;3
45000000; Action; Thriller; Crime;94348;en;Alex Cross;14513243;Summit Entertainment;18/10/2012 00:00;30353232;101;Alex Cross;51;300;;;;;;;2012;10
35000000; Crime; Drama; Mystery;8197;en;Midnight in the Garden of Good and Evil;5525544;Warner Bros.;21/11/1997 00:00;25105255;155;Midnight in the Garden of Good and Evil;63;157;;;;;;;1997;11
8900000; Crime; Action; Thriller;336004;en;Heist;15079993;Emmett/Furla Films;13/11/2015 00:00;4100000;93;Heist;56;318;;;;;;;2015;11
35000000; Comedy; Fantasy;;35019;en;Nanny McPhee and the Big Bang;23835055;Universal Pictures;26/03/2010 00:00;93246388;109;Nanny McPhee and the Big Bang;60;436;;;;;;;2010;3
35000000; Crime; History;;10410;en;Hoffa;5926966;Jersey Films;25/12/1992 00:00;0;140;Hoffa;61;81;;;;;;;1992;12
30000000; Drama; Mystery; Science Fiction;8836;en;The X Files: I Want to Believe;25454549;Twentieth Century Fox Film Corporation;24/07/2008 00:00;68369434;104;The X Files: I Want to Believe;55;523;;;;;;;2008;7
31000000; Family; Fantasy; Comedy;14442;en;Ella Enchanted;2271592;World 2000 Entertainment;09/04/2004 00:00;27388767;96;Ella Enchanted;59;437;;;;;;;2004;4
35000000; Drama;;;321741;en;Concussion;35120736;Columbia Pictures;12/11/2015 00:00;50363790;123;Concussion;70;823;;;;;;;2015;11
35000000; Thriller; Action; Mystery;59965;en;Abduction;19893646;Lions Gate Films;22/09/2011 00:00;82087155;106;Abduction;56;961;;;;;;;2011;9
35000000; Animation; Family; Adventure;14175;en;Valiant;14051852;Vanguard Films;25/03/2005 00:00;19478106;76;Valiant;52;235;;;;;;;2005;3
35000000; Comedy; Drama;;11004;en;Wonder Boys;9011729;Paramount Pictures;22/02/2000 00:00;0;111;Wonder Boys;69;161;;;;;;;2000;2
35000000; Action; Comedy; Science Fiction;11918;en;Superhero Movie;19088655;Dimension Films;27/03/2008 00:00;25871834;85;Superhero Movie;49;379;;;;;;;2008;3
56000000; Thriller; Crime; Drama;98357;en;Broken City;29490057;Regency Enterprises;18/01/2013 00:00;19701164;109;Broken City;57;593;;;;;;;2013;1
35000000; Horror; Comedy;;10012;en;Cursed;11195593;Craven-Maddalena Films;25/02/2005 00:00;19294901;97;Cursed;51;167;;;;;;;2005;2
35000000; Crime; Action; Thriller;49526;en;Premium Rush;17709888;Pariah Entertainment Group;24/08/2012 00:00;31083599;91;Premium Rush;62;832;;;;;;;2012;8
35000000; Action; Comedy; Crime;268920;en;Hot Pursuit;18262017;New Line Cinema;08/05/2015 00:00;51680201;87;Hot Pursuit;54;647;;;;;;;2015;5
35000000; War; Adventure; Drama;9093;en;The Four Feathers;1010364;Paramount Pictures;08/09/2002 00:00;29882645;132;The Four Feathers;65;159;;;;;;;2002;9
35000000; Action; Crime;;119283;en;Parker;28670477;SND;23/01/2013 00:00;46216641;118;Parker;57;1455;;;;;;;2013;1
31000000; Comedy; Romance;;11823;en;Wimbledon;16736734;Universal Pictures;13/09/2004 00:00;41512007;98;Wimbledon;60;293;;;;;;;2004;9
35000000; Comedy;;;35169;en;Furry Vengeance;13668633;Summit Entertainment;02/04/2010 00:00;39340177;92;Furry Vengeance;46;149;;;;;;;2010;4
30000000; Action; Horror; Thriller;118957;en;Bait;9780588;Pictures in Paradise;05/09/2012 00:00;0;93;Bait;53;191;;;;;;;2012;9
27000000; Fantasy; Action; Adventure;849;en;Krull;9904881;Columbia Pictures Corporation;29/07/1983 00:00;16519460;117;Krull;58;129;;;;;;;1983;7
35000000; Action; Adventure; Drama;4515;en;Lions for Lambs;;;;;;;;;;;;;;;;
35000000; Action; Adventure; Drama;18886;en;Flight of the Intruder;681729;Paramount Pictures;18/01/1991 00:00;0;115;Flight of the Intruder;57;31;;;;;;;1991;1
35000000; Comedy; Music;;6575;en;Walk Hard: The Dewey Cox Story;1073522;Columbia Pictures Corporation;21/12/2007 00:00;18317151;96;Walk Hard: The Dewey Cox Story;66;212;;;;;;;2007;12
0; Drama; Romance;;6440;en;The Shipping News;111399;Miramax Films;18/12/2001 00:00;0;111;The Shipping News;64;108;;;;;;;2001;12
35000000; Action; Western;;13496;en;American Outlaws;6727949;Morgan Creek Productions;17/08/2001 00:00;13678913;94;American Outlaws;57;55;;;;;;;2001;8
35000000; Drama; History; Romance;18320;en;The Young Victoria;16343317;GK Films;04/03/2009 00:00;27409889;105;The Young Victoria;70;322;;;;;;;2009;3
40000000; Action; Crime; Mystery;22787;en;Whiteout;14818718;StudioCanal;09/09/2009 00:00;12206028;101;Whiteout;53;220;;;;;;;2009;9
32000000; Drama; Fantasy;;8967;en;The Tree of Life;43862456;Fox Searchlight Pictures;18/05/2011 00:00;54674226;139;The Tree of Life;65;987;;;;;;;2011;5
33000000; Action; Adventure; Thriller;37498;en;Knock Off;2706207;TriStar Pictures;04/09/1998 00:00;0;91;Knock Off;47;64;;;;;;;1998;9
35000000; Action; Drama; Thriller;144336;en;Sabotage;27903999;Open Road Films;28/03/2014 00:00;17508518;110;Sabotage;55;555;;;;;;;2014;3
35000000; Drama; Fantasy; Horror;9616;en;The Order;3746806;Twentieth Century Fox Film Corporation;05/09/2003 00:00;11560806;102;The Order;48;91;;;;;;;2003;9
20500000; Action; Crime;;13056;en;Punisher: War Zone;17112498;Lionsgate;05/12/2008 00:00;10089373;102;Punisher: War Zone;56;294;;;;;;;2008;12
35000000; Family; Fantasy; Comedy;14113;en;Zoom;10304172;Columbia Pictures;11/08/2006 00:00;12506188;83;Zoom;49;135;;;;;;;2006;8
35000000; Adventure; Drama; Thriller;285783;en;The Walk;37335721;TriStar Pictures;30/09/2015 00:00;61181942;123;The Walk;69;1121;;;;;;;2015;9
0; Fantasy; Family; Action;49478;en;Warriors of Virtue;912395;China Film Co-Production Corporation;02/05/1997 00:00;0;103;Warriors of Virtue;47;9;;;;;;;1997;5
35000000; Comedy; Drama; Romance;9726;en;A Good Year;16782471;Fox 2000 Pictures;09/09/2006 00:00;42064105;118;A Good Year;65;357;;;;;;;2006;9
35000000; Drama;;;20763;en;Radio Flyer;3503408;Columbia Pictures;21/02/1992 00:00;4651977;114;Radio Flyer;66;53;;;;;;;1992;2
35000000; Action; Crime; Drama;9702;en;Bound by Honor;9122828;Hollywood Pictures;05/02/1993 00:00;0;180;Bound by Honor;77;115;;;;;;;1993;2
35000000; Action; Crime; Drama;9311;en;Smilla's Sense of Snow;5419181;Fox Searchlight Pictures;13/02/1997 00:00;0;121;Smilla's Sense of Snow;66;60;;;;;;;1997;2
35000000; Thriller; Crime; Romance;9280;en;Femme Fatale;907278;Epsilon Motion Pictures;06/11/2002 00:00;16838910;114;Femme Fatale;62;142;;;;;;;2002;11
35000000; Action; History; War;26843;en;Lion of the Desert;2864979;Falcon International Productions;17/04/1981 00:00;0;173;Lion of the Desert;74;34;;;;;;;1981;4
35000000; War; Adventure; Drama;11876;en;Le Hussard sur le toit;2877488;France 2 Cin\u00e9ma;20/09/1995 00:00;15000000;135;The Horseman on the Roof;67;25;;;;;;;1995;9
38000000; Drama; War; Romance;22267;en;Ride with the Devil;5516207;Universal Pictures;24/11/1999 00:00;635096;138;Ride with the Devil;66;49;;;;;;;1999;11
0; Drama;;;45958;es;Biutiful;13930763;Ikiru Films;20/10/2010 00:00;25147786;148;Biutiful;70;291;;;;;;;2010;10
35000000; Action; Comedy; Western;1969;es;Bandidas;2027704;Ultra Films;18/01/2006 00:00;10496317;93;Bandidas;58;307;;;;;;;2006;1
0; Drama; Crime;;310706;en;Black Water Transit;126738;Capitol Films;13/05/2009 00:00;0;100;Black Water Transit;0;0;;;;;;;2009;5
34000000; Action; Mystery; Science Fiction;198663;en;The Maze Runner;131815575;Ingenious Media;10/09/2014 00:00;348319861;113;The Maze Runner;70;5371;;;;;;;2014;9
35000000; Comedy;;;239573;en;Unfinished Business;16832312;Studio Babelsberg;05/03/2015 00:00;14431253;91;Unfinished Business;50;320;;;;;;;2015;3
34000000; Drama; Romance;;10436;en;The Age of Innocence;9133747;Columbia Pictures;17/09/1993 00:00;32255440;139;The Age of Innocence;70;169;;;;;;;1993;9
35000000; Drama; Adventure; Science Fiction;1381;en;The Fountain;24606012;Regency Enterprises;06/09/2006 00:00;15304890;96;The Fountain;68;827;;;;;;;2006;9
70000000; Action; Comedy; Thriller;2162;en;Chill Factor;3276912;Warner Bros.;01/09/1999 00:00;11263966;101;Chill Factor;53;29;;;;;;;1999;9
35000000; Action; Crime; Drama;127493;en;Stolen;16830184;Saturn Films;17/05/2012 00:00;2106557;96;Stolen;51;344;;;;;;;2012;5
41677699; Animation; Family;;12429;ja;崖の上のポニョ;3958676;Studio Ghibli;19/07/2008 00:00;187479518;100;Ponyo;75;926;;;;;;;2008;7
34000000; Drama; Romance;;228205;en;The Longest Ride;41946523;Fox 2000 Pictures;09/04/2015 00:00;63013281;128;The Longest Ride;73;1064;;;;;;;2015;4
75000000; Drama; Science Fiction; Thriller;2900;en;The Astronaut's Wife;20697556;New Line Cinema;26/08/1999 00:00;19598588;109;The Astronaut's Wife;54;254;;;;;;;1999;8
34000000; Romance; Drama; Adventure;21311;en;I Dreamed of Africa;1656695;Columbia Pictures;05/05/2000 00:00;0;114;I Dreamed of Africa;53;18;;;;;;;2000;5
35000000; Comedy; Romance;;77875;en;Playing for Keeps;17932561;Evil Twins;29/11/2012 00:00;0;106;Playing for Keeps;54;240;;;;;;;2012;11
35000000; Drama; History;;192136;en;Mandela: Long Walk to Freedom;1550957;Distant Horizons;06/12/2013 00:00;27330000;141;Mandela: Long Walk to Freedom;65;224;;;;;;;2013;12
32000000; Drama; History;;18254;en;Reds;4602185;Barclays Mercantile Industrial Finance;25/12/1981 00:00;40382659;195;Reds;71;67;;;;;;;1981;12
40000000; Drama;;;881;en;A Few Good Men;40379966;David Brown Productions;11/12/1992 00:00;243240178;138;A Few Good Men;71;877;;;;;;;1992;12
50000000; Action; Crime; Thriller;10877;en;Exit Wounds;12601306;Village Roadshow Pictures;13/03/2001 00:00;79958599;101;Exit Wounds;53;110;;;;;;;2001;3
30000000; Crime; Comedy;;9600;en;Big Momma's House;24389194;Twentieth Century Fox Film Corporation;31/05/2000 00:00;173959438;98;Big Momma's House;56;506;;;;;;;2000;5
34000000; Family; Fantasy; Animation;202575;en;The House of Magic;12867326;StudioCanal;24/12/2013 00:00;0;85;Thunder and the House of Magic;63;121;;;;;;;2013;12
30000000; Horror; Action; Thriller;71469;en;The Darkest Hour;23328823;Summit Entertainment;22/12/2011 00:00;64626786;89;The Darkest Hour;48;469;;;;;;;2011;12
33000000; Music; Drama; Romance;85446;en;Step Up Revolution;29775441;Summit Entertainment;26/07/2012 00:00;140470746;99;Step Up Revolution;67;663;;;;;;;2012;7
33000000; Action; Crime; Horror;326;en;Snakes on a Plane;19642328;New Line Cinema;06/08/2006 00:00;62022014;105;Snakes on a Plane;51;497;;;;;;;2006;8
33000000; Mystery; Thriller;;10685;en;The Watcher;7339908;Universal Pictures;08/09/2000 00:00;0;96;The Watcher;49;110;;;;;;;2000;9
33000000; Action; Crime; Drama;7220;en;The Punisher;35099611;Lions Gate Films;15/04/2004 00:00;54700105;124;The Punisher;61;766;;;;;;;2004;4
30000000; Drama;;;9763;en;Goal!: The Dream Begins;16541791;Touchstone Pictures;06/06/2005 00:00;27610873;118;Goal!: The Dream Begins;66;238;;;;;;;2005;6
30000000; Action; Crime; Thriller;72387;en;Safe;3192695;Lawrence Bender Productions;16/04/2012 00:00;40346186;94;Safe;63;799;;;;;;;2012;4
33000000; Comedy; Drama;;12596;en;Pushing Tin;9060642;Regency Enterprises;23/04/1999 00:00;0;124;Pushing Tin;57;116;;;;;;;1999;4
32350000; Adventure; Action; Science Fiction;1892;en;Return of the Jedi;46509071;Lucasfilm;23/05/1983 00:00;572700000;135;Return of the Jedi;79;4665;;;;;;;1983;5
30000000; Action; Thriller; Science Fiction;13460;en;Doomsday;21538222;Rogue Pictures;14/03/2008 00:00;22211426;108;Doomsday;58;363;;;;;;;2008;3
32000000; Drama; Romance;;8055;en;The Reader;33923786;Studio Babelsberg;10/12/2008 00:00;113019290;124;The Reader;72;813;;;;;;;2008;12
35000000; Comedy;;;50647;en;Wanderlust;20908494;Relativity Media;23/02/2012 00:00;24159934;98;Wanderlust;53;394;;;;;;;2012;2
32000000; Comedy; Family; Fantasy;10719;en;Elf;16901954;New Line Cinema;09/10/2003 00:00;173398518;97;Elf;64;987;;;;;;;2003;10
32000000; Drama; Fantasy; Romance;9294;en;Phenomenon;15039407;Touchstone Pictures;05/07/1996 00:00;152036382;123;Phenomenon;62;323;;;;;;;1996;7
33000000; Adventure; Comedy; Family;11888;en;Snow Dogs;13655735;Walt Disney Pictures;18/01/2002 00:00;0;99;Snow Dogs;53;185;;;;;;;2002;1
0; Fantasy; Comedy; Drama;9647;en;Scrooged;21620317;Paramount Pictures;22/11/1988 00:00;60328000;101;Scrooged;67;390;;;;;;;1988;11
32000000; Comedy; Family;;9353;en;Nacho Libre;14642055;Paramount Pictures;16/06/2006 00:00;80197993;92;Nacho Libre;56;359;;;;;;;2006;6
32500000; Comedy; Romance;;55721;en;Bridesmaids;17107065;Universal Pictures;28/04/2011 00:00;288383523;125;Bridesmaids;65;1661;;;;;;;2011;4
32000000; Action; Comedy;;109414;en;This Is the End;3821708;Columbia Pictures;12/06/2013 00:00;126041322;107;This Is the End;63;2359;;;;;;;2013;6
29000000; Horror;;;10307;en;Stigmata;14993169;FGM Entertainment;10/09/1999 00:00;50041732;103;Stigmata;60;242;;;;;;;1999;9
32000000; Drama;;;11978;en;Men of Honor;24147269;Fox 2000 Pictures;13/09/2000 00:00;48814909;129;Men of Honor;70;544;;;;;;;2000;9
32000000; Action; Crime; Drama;22907;en;Takers;1847242;Rainforest Films;26/08/2010 00:00;69055695;107;Takers;60;394;;;;;;;2010;8
35000000; Comedy;;;87567;en;The Big Wedding;1884332;Millenium Films;25/04/2013 00:00;21819348;90;The Big Wedding;57;414;;;;;;;2013;4
32000000; Crime; Comedy; Action;38322;en;Big Mommas: Like Father, Like Son;15901137;Twentieth Century Fox Film Corporation;16/02/2011 00:00;83615414;107;Big Mommas: Like Father, Like Son;53;313;;;;;;;2011;2
32000000; Thriller; Science Fiction; Mystery;45612;en;Source Code;5919888;The Mark Gordon Company;30/03/2011 00:00;147332697;93;Source Code;71;2699;;;;;;;2011;3
32000000; Action; Adventure; Drama;7305;en;Alive;1448851;Paramount Pictures;15/01/1993 00:00;36733909;120;Alive;67;374;;;;;;;1993;1
30000000; Thriller; Drama; Mystery;3594;en;The Number 23;23197408;New Line Cinema;23/02/2007 00:00;77566815;101;The Number 23;63;1018;;;;;;;2007;2
33000000; Adventure; Drama; Family;157841;en;The Young and Prodigious T.S. Spivet;10651202;Epith\u00e8te Films;16/10/2013 00:00;9494789;105;The Young and Prodigious T.S. Spivet;67;232;;;;;;;2013;10
35000000; Action; Comedy;;11519;en;1941;10032626;Columbia Pictures;13/12/1979 00:00;31755742;113;1941;56;143;;;;;;;1979;12
0; Drama; Family;;12920;en;Dreamer: Inspired By a True Story;6048743;DreamWorks SKG;10/09/2005 00:00;0;106;Dreamer: Inspired By a True Story;63;67;;;;;;;2005;9
32000000; Drama; Thriller; Crime;59;en;A History of Violence;34628738;New Line Cinema;23/09/2005 00:00;60740827;96;A History of Violence;69;832;;;;;;;2005;9
32000000; Action; Thriller; Crime;9335;en;Transporter 2;475612;Canal Plus;02/08/2005 00:00;85167639;87;Transporter 2;62;1061;;;;;;;2005;8
32000000; Action; Western;;12106;en;The Quick and the Dead;16473355;TriStar Pictures;09/02/1995 00:00;18552460;107;The Quick and the Dead;63;427;;;;;;;1995;2
28000000; Action; Comedy; Romance;11141;en;Laws of Attraction;6201404;New Line Cinema;04/04/2004 00:00;30016165;90;Laws of Attraction;56;104;;;;;;;2004;4
32000000; Drama;;;8649;en;Bringing Out the Dead;15560918;Paramount Pictures;22/10/1999 00:00;0;121;Bringing Out the Dead;66;225;;;;;;;1999;10
32000000; Action; Science Fiction; Thriller;31867;en;Repo Men;25799697;Universal Pictures;18/03/2010 00:00;18409891;111;Repo Men;62;620;;;;;;;2010;3
70000000; Fantasy; Drama; Horror;10253;ko;디워;4822033;Younggu-Art Movies;08/02/2007 00:00;53587404;90;Dragon Wars: D-War;40;104;;;;;;;2007;2
32000000; Fantasy; Comedy; Family;3587;en;Bogus;3379454;Regency Enterprises;06/09/1996 00:00;0;110;Bogus;54;44;;;;;;;1996;9
30000000; Comedy;;;124459;en;The Incredible Burt Wonderstone;269385;New Line Cinema;14/03/2013 00:00;27437881;100;The Incredible Burt Wonderstone;53;724;;;;;;;2013;3
32000000; Animation; Comedy; Family;24662;en;Cats Don't Dance;4098444;Warner Bros. Pictures;26/03/1997 00:00;3566637;75;Cats Don't Dance;71;24;;;;;;;1997;3
0; Drama;;;32274;en;Cradle Will Rock;4901553;Touchstone Pictures;10/12/1999 00:00;0;132;Cradle Will Rock;72;18;;;;;;;1999;12
32000000; War; Crime; Drama;182;en;The Good German;5347936;Warner Bros.;08/12/2006 00:00;5914908;108;The Good German;59;86;;;;;;;2006;12
32000000; Adventure;;;5494;en;George and the Dragon;4120549;Carousel Picture Company;28/03/2004 00:00;0;93;George and the Dragon;50;13;;;;;;;2004;3
31500000; Drama; War;;28;en;Apocalypse Now;49973462;United Artists;15/08/1979 00:00;89460381;153;Apocalypse Now;80;2055;;;;;;;1979;8
32000000; Comedy; Drama; Romance;38073;en;Going the Distance;13611544;New Line Cinema;01/09/2010 00:00;42045846;102;Going the Distance;60;262;;;;;;;2010;9
0; Music; Drama; Family;2054;en;Mr. Holland's Opus;6775294;Hollywood Pictures;29/12/1995 00:00;106269971;137;Mr. Holland's Opus;69;113;;;;;;;1995;12
31500000; Action;;;302156;en;Criminal;27891012;Lionsgate;14/04/2016 00:00;14708696;113;Criminal;57;557;;;;;;;2016;4
31000000; Drama;;;606;en;Out of Africa;13864975;Universal Pictures;20/12/1985 00:00;128499205;161;Out of Africa;70;279;;;;;;;1985;12
31000000; Drama;;;87502;en;Flight;42213765;Paramount Pictures;02/11/2012 00:00;161772375;138;Flight;65;2415;;;;;;;2012;11
34000000; Action; Adventure; Thriller;698;en;Moonraker;29887404;United Artists;26/06/1979 00:00;210308099;126;Moonraker;59;541;;;;;;;1979;6
30000000; Comedy; Drama;;120467;en;The Grand Budapest Hotel;74417456;Fox Searchlight Pictures;26/02/2014 00:00;174600318;99;The Grand Budapest Hotel;80;4519;;;;;;;2014;2
31000000; Drama; Mystery;;11313;en;Hearts in Atlantis;706762;Castle Rock Entertainment;07/09/2001 00:00;24185781;101;Hearts in Atlantis;64;131;;;;;;;2001;9
31000000; Comedy; Horror;;6488;en;Arachnophobia;15895661;Amblin Entertainment;09/08/1990 00:00;53208180;103;Arachnophobia;62;433;;;;;;;1990;8
31000000; Crime; Drama; Science Fiction;10559;en;Frequency;19258041;New Line Cinema;28/04/2000 00:00;68106245;118;Frequency;70;462;;;;;;;2000;4
31000000; Comedy;;;296099;en;Vacation;47753598;New Line Cinema;28/07/2015 00:00;104384188;99;Vacation;62;1195;;;;;;;2015;7
30250000; Comedy; Thriller; Crime;8012;en;Get Shorty;15585138;Jersey Films;20/10/1995 00:00;115101622;105;Get Shorty;64;302;;;;;;;1995;10
45000000; Action; Comedy; Crime;1574;en;Chicago;32217425;Miramax Films;26/12/2002 00:00;306776732;113;Chicago;69;677;;;;;;;2002;12
34200000; Comedy; Drama;;9032;en;Big Daddy;3486859;Columbia Pictures;25/06/1999 00:00;234801895;93;Big Daddy;61;875;;;;;;;1999;6
30000000; Comedy; Romance;;2770;en;American Pie 2;36432598;Universal Pictures;10/08/2001 00:00;287553595;108;American Pie 2;60;1344;;;;;;;2001;8
30000000; Animation; Comedy; Family;862;en;Toy Story;73640445;Pixar Animation Studios;30/10/1995 00:00;373554033;81;Toy Story;77;5269;;;;;;;1995;10
30000000; Action; Adventure; Crime;1637;en;Speed;49526736;Twentieth Century Fox Film Corporation;09/06/1994 00:00;350448145;116;Speed;68;1783;;;;;;;1994;6
30000000; Drama; Romance;;72570;en;The Vow;26780961;Spyglass Entertainment;05/02/2012 00:00;196114570;104;The Vow;70;1293;;;;;;;2012;2
31000000; Drama;;;27569;en;Extraordinary Measures;6487344;Double Feature Films;21/01/2010 00:00;15134293;105;Extraordinary Measures;60;89;;;;;;;2010;1
30000000; Drama;;;10637;en;Remember the Titans;25996219;Walt Disney Pictures;29/09/2000 00:00;136706683;113;Remember the Titans;74;821;;;;;;;2000;9
30000000; Action; Adventure; Thriller;1669;en;The Hunt for Red October;46212155;Paramount Pictures;02/03/1990 00:00;199200000;134;The Hunt for Red October;72;957;;;;;;;1990;3
25000000; Drama;;;132363;en;The Butler;32105328;Laura Ziskin Productions;16/08/2013 00:00;115922175;132;The Butler;72;1101;;;;;;;2013;8
20000000; Comedy;;;9472;en;DodgeBall: A True Underdog Story;41156217;Twentieth Century Fox Film Corporation;18/06/2004 00:00;167722310;92;DodgeBall: A True Underdog Story;62;981;;;;;;;2004;6
30000000; Horror; Comedy; Fantasy;2907;en;The Addams Family;37179547;Paramount Pictures;22/11/1991 00:00;191502426;99;The Addams Family;67;848;;;;;;;1991;11
30000000; Crime; Comedy; Adventure;9273;en;Ace Ventura: When Nature Calls;34391792;O Entertainment;10/11/1995 00:00;212385533;90;Ace Ventura: When Nature Calls;61;1099;;;;;;;1995;11
37000000; Comedy; Family; Romance;9880;en;The Princess Diaries;40176265;Walt Disney Pictures;03/08/2001 00:00;165335153;115;The Princess Diaries;65;1023;;;;;;;2001;8
26000000; Comedy;;;2925;en;The First Wives Club;10704596;Scott Rudin Productions;20/09/1996 00:00;116400000;102;The First Wives Club;65;166;;;;;;;1996;9
